Category1;Value1;Value2
B;15.924788379964138;17.56486953870573
B;9.922745618611096;17.8644100020932
B;8.863225023714035;22.774024842913764
D;8.33559131116285;25.387316683334426
B;11.119328017473649;17.407567725874074
D;7.396413289818412;31.873516877882828
B;12.551561157320679;22.416128998400726
B;11.106742867957548;18.364438050389115
B;11.983156762110701;38.04539921461516
A;9.17060194436322;21.314887529427796
C;12.313163178474415;16.70071247767978
C;10.2975198147229;31.988330341548597
A;7.036020695995072;21.362160209982193
C;8.845780758857018;17.78049459446875
C;8.769568190731123;14.244341903912357
B;8.092656378866529;17.33935830286567
B;11.029889136474281;19.98802728298749
E;12.59195082538966;13.382194072690131
E;9.506061006138705;17.916003358245224
E;9.723924555119728;19.67214311801905
C;10.027722403974787;18.844928358310188
B;9.871942269211317;32.88215767451818
B;9.634528920720541;22.866657505670567
D;6.028404593925185;36.57461665973153
D;10.115821535153747;30.729095874879917
E;4.352565002224113;20.303926526516815
B;9.786721195164894;17.259456725223007
A;8.063306519996262;24.917655103199483
C;10.385243373906803;14.806961023588768
B;11.576494459708961;21.920085381471193
B;13.881292781037068;25.041167285748685
E;9.277647608632583;21.023523538753054
C;11.468457476416475;25.151286022874196
B;7.441417263013646;17.10065859493872
D;14.594489770443914;15.425736355879241
C;12.380359133122798;31.117671517483462
B;10.689548691220432;13.797720695095226
B;9.021685618391245;19.589760952074958
C;12.370643617833728;26.7881883371516
B;8.421016247805909;14.533321493703331
D;11.55603957814339;22.793397225098545
E;11.033700279402748;22.191615119707542
C;9.953983213978828;38.97897190470527
E;6.29260298594621;21.854950913864187
A;8.234283186149996;22.430396093201153
E;10.734522756427394;29.700738488724475
E;9.924737989988651;20.73984836854413
C;12.36899790948737;15.795368777863583
A;13.004429664161094;21.1447617945061
D;9.80733954465796;16.840431827528963
B;12.04490412199613;13.675072366970658
C;9.771844225015105;11.415941609089465
C;10.667493456401326;19.400657019629502
C;8.298342605510136;20.314546218530996
A;10.601663990960564;16.423086651914534
C;10.636238672437905;18.782299045699926
B;7.989152883566048;21.580266843323894
E;7.164919850116238;20.103786347321684
A;7.181654241080366;23.664321699273415
B;7.406781566726762;23.18170279369324
C;11.106356636309185;33.33104981991275
C;7.976433878204453;19.639772490649943
B;9.290984643932756;27.845086177795118
C;11.803250255029766;21.223441856822483
A;7.164589781542784;17.524123789818184
B;10.540930506140088;33.17557493178623
B;10.924296074694787;23.04437449136808
A;9.623331716663827;18.815253430391365
B;10.16934795269587;22.67936299048559
D;11.047388419693274;15.148183969835403
B;9.579204517306218;17.190673653478783
D;6.447344631498663;20.13270423722488
B;9.316104738026647;15.441054299253597
E;11.857375176436692;20.408797072730135
B;8.507942539294996;26.1462262039598
D;5.761205532765735;15.530775206310466
B;10.333601366173594;26.0057931102066
E;8.37922299750459;18.69264790877063
C;9.428546664877468;7.4270156569173835
C;11.62005408189471;12.5413651839404
B;11.012750067525314;14.784243647842356
A;5.222877900593442;24.630891286035617
A;10.349332690765483;14.32271257037555
C;12.833392281691463;19.189846121290348
E;9.895455887722907;22.951584424953225
B;10.423346181878859;23.03538451721455
B;8.459085340410109;19.859262531918326
A;9.838402672588288;32.6904652848092
D;10.400569255316155;11.704544066553444
B;12.350992197331987;15.504605540069441
A;9.359148982796203;22.69498105695612
B;8.11816012294413;17.199531468034913
A;12.090920773258429;28.005248777491246
A;12.811448740439868;17.884815065214084
A;9.482180443666126;28.318498941268484
D;10.9996063906413;19.43493603554988
A;8.82216077044225;17.636235346035438
A;8.485500399475546;16.075561979974996
B;6.737425605018114;27.50892898877096
B;11.656357903069893;21.55848286099093
A;11.521220347121767;16.693169245319172
B;8.529050070165809;27.203884257037373
A;9.960184800406736;15.875021190060135
A;11.14057166615783;18.571038259296543
A;11.049229274562219;23.27067753696862
D;9.019742420300291;15.360398645884974
B;12.148797072685616;20.82899348316216
E;8.458347137351517;22.9873801765283
C;7.419861617930348;19.928479167139013
C;12.172510151631682;18.844108558824445
C;9.677774193160676;15.68106066934556
C;8.824188406081932;22.14907444959322
A;10.239680804747762;17.880366057509654
B;7.532455380327519;35.11156469164606
C;12.014689897003146;16.421144823632567
C;6.345363024657248;8.676064828812523
C;11.99732627568441;15.418144897403241
A;11.851977744987678;19.126532106775926
C;9.781434805481833;19.923898404734295
E;9.310361309671007;14.689087772420432
D;7.174586287549523;18.635027421581164
A;14.59304412244623;21.61400774722786
C;9.1888423914099;31.574870320096103
A;9.618746889773094;15.588974106602967
E;9.511793341566833;29.833299589370483
C;12.916101086291084;21.43929783015655
B;11.087136864023776;17.44647562117431
C;8.034699642237413;13.322026439287098
C;11.026630897596588;34.04465263753818
B;6.7782070519047455;30.055150728837773
D;10.060593915236812;32.28130036758613
A;10.476655883821453;16.906892623042918
C;12.207718038621413;27.54519536463633
B;9.704400298798683;21.17624463653238
D;9.598103547242665;18.146862693441296
E;7.867218389236683;21.81719088340413
E;12.172839351076107;23.528096836883613
C;12.811325522809767;27.472501085388515
A;11.088545601006922;21.22080751233619
E;6.690290177931345;17.25984844118294
C;7.262255148677825;9.48459697727101
A;6.149423031287146;22.72992800897441
E;13.597839350239825;16.351322757601466
E;8.263111386458956;22.467308678349884
B;8.973697554506302;25.700636608185874
A;7.844019017950556;16.391565554880867
A;13.461498195498379;16.544720778607335
B;10.885800189574384;34.10099596002191
E;8.07973524684991;25.707781496026975
A;6.859859107135732;21.23596168501484
A;12.816806413198382;20.79653618375566
B;9.559491804701121;23.00890269344841
A;9.285846001962218;12.498164193477539
A;12.753605178427094;33.153029104490294
D;7.281128059244704;19.5691910447927
E;6.7019747527918785;11.13063099488689
D;8.52574107771299;24.490731813671445
A;8.642092380420792;14.182408241636711
B;7.612698977014713;26.048995733657
A;12.30706264641324;22.60523837956331
B;9.967826625686978;14.347714662519286
E;13.594383136014125;23.023866757925873
C;10.364660916036437;16.97694184662899
E;13.427740422251734;30.201541243110128
B;12.420036830679601;22.649885097035153
B;9.786302666305959;18.573760058908288
B;4.136423882922839;14.950402822158292
C;7.988110624803252;19.03929271898758
B;9.430096707066836;23.412967239699505
B;10.590183322217293;15.602329108356702
C;8.679245976462214;15.388905184696187
C;9.012125325389272;8.411066035125865
A;7.188812039564494;23.05187130251284
E;11.399875360279616;18.82452886536632
B;9.294614787074423;23.840918400267082
B;9.674264073457776;13.342710457662243
A;10.03072634922124;11.143394364622432
B;9.440667672119192;11.320287131882225
B;9.142778829764408;19.670226008629573
B;9.073360780947723;19.497239919331125
C;9.570073215963045;23.56900565003635
A;9.07179969199889;13.362861118902508
B;11.513488453963982;26.69199903758388
A;10.16106543230844;16.783920611337184
C;10.409965091752568;20.041254251368297
D;11.503045770446478;14.062341043392466
E;8.798698052535762;21.045602318803958
A;7.9643162000918375;12.79447648449457
B;11.927229635643918;17.014637815582105
C;13.063537569648606;20.08009549944156
C;11.376315562046198;10.272910616892895
B;9.568502008924721;21.86234031450102
C;9.445731145214719;24.52276705019954
A;10.299623991511442;17.6960336262968
B;6.017086644149558;26.489009431313818
B;9.737962097133895;23.727716376235595
A;11.09683873954599;20.25746451811688
A;6.010699001666804;25.705537375314897
A;9.076520947746351;6.0332028284802455
E;11.149064620251842;17.67751607369975
C;11.120598303930556;24.704490380054423
C;8.500745184869707;26.49435082878257
A;6.46931418916714;24.999829972680534
A;10.081326495862127;23.69287216868972
A;8.918547766551361;27.22028447500732
D;8.25266438748964;21.75116967697653
A;8.748791333671203;24.97353097534629
B;10.102356693982745;17.570794984835853
A;10.835060968164901;18.460655538421044
C;9.053625147140474;28.888719695156944
C;11.643344286742005;14.975801966179127
B;11.456738127133505;14.405750185047111
C;9.043940913574556;19.93396551320949
B;12.016038850772267;25.909309920806148
A;9.02972833941588;18.851780073550827
B;8.151216443847128;20.585160368435464
B;12.17233011565624;8.2711013883588
B;14.338557467870643;30.24144517216486
B;11.82450814907196;25.667336830795087
B;14.533460129406143;29.433940024096504
E;8.234418394163304;20.04341629583741
E;7.762493907709295;27.567915983871497
E;6.7888878758872115;20.57811184491719
A;9.068645089274497;30.446507647868188
B;9.689594786959999;21.76154816693569
